review,sentiment
"Fun to watch

Enjoyed watching this movie. Love the perspective of the writer and the visuals. Appreciate that it wasn't the typical Nollywood movie.",positive
"Good Nollywood romantic comedy

This movie is exactly cheesy enough to make you smile after a bad day. And that is precisely the job of a romantic comedy. The lead actress is lovely too. Always amazed by how much Nollywood has improved in the last 10 years. Can't wait to see the first nigerian movie to win an Oscar.",positive
"Best Nigerian movie seen in a long while

Amazing movie that really l captures Nigerian culture and its movie industry",positive
"Feel good movie

Subtitles needed to get the finer details of the plot, but wonderful characters and a credit to another side of Nigeria never shown.",positive
"Great watch

Great movie! I enjoyed the fact that they promoted the Igbo language!",positive
"Best Nigerian movie, hands down!

I had to create an imDb account just to write this review, because I noticed a lot of people saying most of the reviewers are paid, now that's a big lie! Paid by who? I guess the thousands of positive comments on her Instagram and Facebook page are paid too. I would say is the reverse, the bad reviewers here are paid to leave a bad review because who in their right mind would give this movie one 🌟. I'm not a big fan of Genevieve(movie producer, writer and director), but I must confess that this movie is spectacular, I'm surprised that she had the skills to put such work together. The production quality is superb, the story is authentic, best casting I have seen in a long time, I can go on and on. However, I understand if a foreigner leaves a bad a review because it's hard to figure out what's really going on if you are not an African. Nevertheless, my only criticism is that the movie should have been a bit longer, and maybe elaborate on the romance part(happily ever after kind of thing lol). In conclusion, it was a great movie that showcase our Nigerian culture, loved it!",positive
"Improving at a fast pace

We are homegrown and proud. Most Nigerian films are rushed, and tacky with so many plot holes in the story but they're home to Nigerians, made by Nigerians, for Nigerians. This movie was made well. A star-studded cast and veteran actors, you'll laugh, be charmed and notice how less tacky this is. Progress in the sweetest way possible. There is room for improvement, but well done!",positive
"Finally, a good one

A solid entry from the stables of Ayo Makun that combines genuine comedy with love at heart. A must watch for all Nigerians.",positive
"Nigeria's wars, from Biafra to Boko Haram
Biyi Bandele's ""Half of a Yellow Sun"" is the first Nigerian movie that I've seen, and it's an impressive one. The focus is the Igbo people's attempt to establish an independent country, called Biafra, sparking the Nigerian Civil War.

This speaks to a broader point about the wars that have plagued Africa's most populous country since its independence. Nigeria, like the rest of the African countries, is a creation of the colonizers. The people who lived there had only thought of themselves as members of their ethnic groups, not as members of a defined polity. Sure enough, the person who became the new leader favored his own ethnic group, which was certain to cause tensions with the others. In fact, it was often the colonizers who defined the ethnicities. For example, the Belgians labeled the Rwandans as Hutu and Tutsi, leading to the 1994 genocide there. The one saving grace of the Rwandan Genocide is that the Rwandan people no longer label each other by ethnicity, they only see each other as countrymen. This probably won't be as easy in the much larger Nigeria, which also suffers terrible corruption.

Anyway, I found this to be a very good movie. I haven't read the novel on which it's based, but I'd like to. I hope that Bandele turns out more movies.",positive
"Powerful film of a totally forgotten episode in history; not for the faint of heart

In 1960, Nigeria receives its independence from Britain. Twin sisters Olanna (Thandie Newton) and Kainene (Anika Noni Rose) are eager to celebrate their freedoms in new ways for African women. Olanna moves to a different city where she hooks up with a radical professor Odenigbo (Chiwetel Ejiofor); they are smitten. The prof has a loyal houseworker, Ugwu (John Boyega) who cooks and cleans. One day, Odenigbo's country mother shows up and creates trouble. First, she dislikes Olanna, calling her a witch, and she is aghast the Ugwu does the work. Naturally, the couple in question fights and goes separate ways for a short while. During this time, the prof sleeps with another woman who becomes pregnant. Amid sadness, Olanna forgives and eventually becomes the adopted mother to the child, a girl they call baby. Meanwhile, Kainene becomes the wife of a British immigrant, Richard (Joseph Mawle) and they, too, have trouble at times. More importantly, there are three main Tribes in Nigeria, with the twins Tribe, Igbo, always resented by the other two; perhaps, because they are Christian. Horrible violence against the Igbo breaks out in the North, with Olanna and Odenigbo fleeing for their lives to the Southeast, where most of the Igpo live. Many Igbos don't make it there; some are shot, others are killed with hatchets. Those that do decide to break away from Nigeria and form the new country of Biafra. But, because oil reserves are in Biafra, the other two Tribes blockade the country and food cannot get through. Will Olanna, Kainene, Odenigbo, Ugwu and others survive? This film has, first, a terrific cast, with Newton the main character. She is one of the most beautiful women in the world and gives a touching, heartfelt performance. Then, too, the landscape of Nigeria is shown here as lovely and colorful, giving the world a chance to appreciate its unknown beauty. Costumes, likewise, are just fantastic. But, alas, the violence, though brief, is horrific and those who choose to watch may want the fast forward button handy. Most importantly, the Igbo genocide is a totally forgotten event, with over two million of the Tribe perishing. All of those who view this film will want to seek out more information, read the book the film is based on, and spring to action to help the Igbo tribe even at this late date.",positive
"Love at war

Two couples survive the woes of war in Biafra. Film for TV but with a complicated history. The war is not shown to be very bloody.",positive
"A film set in Africa about Africans - a nice change.

I grew up in Britian where I knew many Nigerians, many of whom were doctors, lawyers and other professionals, and I remember the Nigerian Civil War over the secession of Biafra with the news media showing footage of starving people. I knew that Nigeria was one of the richest countries in Africa, with a large population, oil reserves, that the Igbo people of Nigeria were one of several ethnic groups and tended to be Christian, better educated and thus held most of the positions of power, to the resentment of the others, mainly the conservative Muslims in the North. I knew that the population of Nigeria was composed of many, many different tribes with different beliefs, and that as they did in the Middle East after WWI, the British had lumped them all together as one country regardless of ethnic and tribal differences. I could also name and locate several of the cities. Other than that, I had little idea of what Nigeria looks like, how the people live, what their homes are like. This film at least gave me some idea of what the country was like in the 60's, and for that reason I enjoyed seeing something fresh and different.

I found the film did not really address the civil war, the genocide, the famine and the religious strife other than barely touching on the subjects. Two million Igbo died in massacres and from starvation. We saw a young soldier killed at the airport after revealing that he was a Christian, but it was not made clear that their religion was one of the things held against the Igbo. The war continued for four years, and was partially prolonged by the western powers and Russia selling arms to both sides while Britain and Russia supported the Nigerian government. France supported Biafra. Once again a proxy war. the survivors continued to be persecuted after they returned to their homes, which had been taken over by others, as were their jobs. They were not reinstated nor were they compensated. Even their savings in banks were lost to devaluation and replacement of the currency, preventing them from starting over. 

I did have trouble keeping up with the characters and felt that some of the actors had very little to work with, Richard Churchill for example. Joseph Mawle is a fine actor, yet his character was as insipid as bowl of jello. The other actors were Nigerian, of Nigerian descent, or in the case of Thandi Newton, half Kenyan, which made for greater authenticity. Both Chiwetel Ejiofor and John Boyega are British born Nigerians.

For an adaptation of a book, a film has too short a time. As other reviewers have pointed out, it would have been better as a mini series, then the time spent on the twins love life and their fiances' infidelities would not have appeared to dominate the story. Perhaps the war was intended to be merely a background to the romantic angle, but I felt we needed to see more of the war and the sufferings of the Igbo people. But that is just my opinion. It was refreshing to see a film set in Africa which was about the African people of today rather than the great white hunter and the colonial era. I have not read the book, but I will do so after seeing this film.",positive
"Engrossing tale of family and war

I haven't read the book and had to decide which to do first, watch the movie or read. I feel now like a child with a present I haven't yet opened. Having seen a few youtube videos of Ms Adiche speaking I was intrigued to know more about her and when I found this film was available online I jumped at it. Other reviewers have covered most of the aspects of the movie as history and as it relates to the book, but having only heard Ms. Adiche speak about writing it and what she was trying to convey, mainly the humanity extant in all of us, I must say the movie moved me. I do not think Thandie Newton overacted or that her performance was flat, to me it had a kind of authenticity of blind devotion that impelled her character to somehow go with the flow even when life became impossible. This film also highlighted a reality that many of us grew up with in the daily news bulletins of our childhood and it is a tragedy that so much suffering has so easily been forgotten. I recommend this movie without reservation, the action moves quickly and if there is any criticism at all it is that some scenes lack connective tissue and I suspect one of the reviewers is spot on when they said that the book should have been made in to a TV series.",positive
"Not as Bad as reviewed.

Seriously, going to the readers review, I feel a lot of injustice is being done to this film. This is an adaptation hence you don't expect them to play all the parts as depicted in the book.

For a First time movie producer, Biyi Bandele has done a good job and should commended for it. I recommend that this movie should be watched by people who appreciates love in time of war.

The only cast I had a challenge with was Thandie Newton, who I believed overacted in a lot of scenes. Also we were unclear about the part of Captain Dutse(Hakeem Kae Kasim) in the film. Apart from those two points, all other aspects were spot on.",positive
"A noble effort despite certain aesthetic considerations
This movie is one that captured and then diminished my interest,but then captured it again. I have seen many movies that aim to depict the struggle of a people. Often they are tainted by Hollywood-style productions, which tend to dilute the emotional power they would otherwise have.Unfortunately, there was some of this here. However. Perhaps the majority of its viewers are fully aware of the tragic history of Nigeria in this era, including the formation of Biafra and the horrors in the aftermath of independence. For those who are, I would imagine that the telling of the story would be as gratefully appreciated as would food to the hungry. We in the west have not been graced with most of that history, because, unlike the Middle East and Eastern Europe, it has not been deemed relevant to our historical consciousness. So you might say that rating this movie could be guided by the need for bread, rather than the quest for bon-bons. I do not think the acting was bad, though it was not great. The level of trauma endured by those in the focus of the movie ( both the citizens generally and the main characters) puts in perspective what first world people have difficulty grasping, and lends insight into the reality that within every crisis there are still choices of conduct, and how these matter. I would have liked more linking of the role of the U.S. and Europe, specifically England, to the misfortunes of Nigeria- perhaps that was beyond the movie's scope. The footage in any case showed the cold, calculating mentality of the Royal Family as well as the English media in their involvement.The debate within political circles, and especially around the issue of 'the revolutionary', casts light on how misplaced optimism is so easily generated when change is desired. The ending, an update on the lives of the family,saved the viewers from the final insult of these lives being entirely frustrated by the debacle. Maybe that's a sentimental observation, but that's how it felt to me. I have seen Nigerian films that are nothing but soap operas, though even these have their merits, despite the protests of the high art crowd. I have seen movies such as 'Missing' by the noted director Costa-Gavras, that did not measurably exceed this in transcending Hollywood to tell an important story. So, you might say that this is a promising start for a new director. As an aside, and in conclusion, the name Nigeria comes up in a spell check, but not Biafra.",positive
"Stunning Finish

I started off a tad frustrated by the drawn out scenes and felt the first couple of episodes over indulged a bit in the excess time that comes with TV series hence the 8/10...However! The later episodes more than made up for the slow burn. In fact I don't remember much of the first episodes. All I can think of is the incredible plot twists and how the entire story came together into a stunning finale. Naija to the world y'all. I'm so proud 👏🏾",positive
"Kunle Afolayan delivers yet again.

As the title suggests, this is a Christmas themed movie for Nigerians.

The story is nothing we haven't seen before but its told from a Nigerian perspective, its funny, quirky and the dialogue is great when compared with others available in the Nigerian market.

Each member of cast is given adequate time to shine and shine they very well did! Production was good (obviously a Netflix Original so $$), pacing was great (can't believe I sat through a comedy of 2hrs without noticing), jokes were perfectly timed, all in all it was a great effort at a Christmas themed Naija movie.

I totally enjoyed the movie, would definitely recommend (to my Naija folks!).",positive
"One of the best Nollywood movies of the past decade!

I don't think I've seen a Nigerian movie with cinematography this good in recent years The sound editing as well was clean The acting? It was top of the notch Erin from Ramsey Nouah, Swanky, and Munachi Abii The story was quite compelling as well Why it is rated this low really baffles me

Maybe because of movie runtime of funds available for shooting, but I felt they should have built more on the leading actors Character arc like they did for his father in the first installation Albeit a very engaging story, it fell off towards the end, this ending was really questionable, maybe rumours of a sequel are true, if not that will be the only real blemish on this magnificent body of work",positive
"1980's, drug mules, beautiful black women ... I'm in heaven",positive
"Beautiful

More lengthy than necessary but by directing an atmosphere that is silenced and platforming a world of secrecy, the movie gives an intimate account of a survivor in a debilitating world of rape culture, encompassing beyond Nigeria to other parts. Beautiful movie..",positive
"Remarkable

Citation is a blend of artistry work and talented personas",positive
"Citation, an itinerary for justice!

Citation delivers on giving us a logical representation of what happens in the real world to a large percentage of the youth, particularly students, and more particularly those of the female gender.

It portrays the flaws in the educational system, the power of the judicial system, the strength in a positive united voice and agenda, and the fault in our so-called stars. It's narrative sequence and epic flashbacks deserve honorable mentions as they draw us deep into realms unfamiliar and virtually unseen to the distant eye.

Morever, at such a sensitive time as this in the year 2020; it butresses the point of power in the people; and most importantly echoes this particular quote- ""The government should be afraid of the people, and not the other way around"" .

The manipulation, the jury, the tales of well-favored lies, together with the splendid academia, fun, celebrations and music all make this movie a must see!",positive
Half of a Yellow Sun strikes an admirable balance between drama and history.,positive
"Oh what a lovely film! As romance and history, this is by turns funny and tragic, suspenseful and celebratory, and never less than solidly entertaining.",positive
"It's a superb piece of work: fresh, harrowing and very humane",positive
"This epic approach to a terrible conflict incorporates newsreels and maps to make things clearer for the uninitiated. It's an impressive film on many levels, and a significant achievement for the embryonic Nigerian film industry.",positive
"This was a great movie! It accurately depicted the beauty of Nigeria. It also did a great job at showing the Yoruba and Igbo culture in such a positive light. Loved the storyline.
",positive
Great movie. It's a good watch. it was thoughtful and not a lot of forceful acting. It was good.,positive
a week in the life of nigerians. good stuff.,positive
This movie is the bomb.,positive
Damn....so interesting,positive
"Plot seems boring at first but brilliant movie overall

I would say Road to yesterday is your typical 'Genevieve' movie. Slow- paced, good acting and drama filled. The movie starts out with an obvious quarrel between a couple (played by Genevieve Nnaji & Oris Erhuero) which seemed normal at first, but however dragged on for the better part of the movie (boring at some points). You are left in the dark curious about the cause of the quarrel but this is revealed bit by bit through constant flashbacks, eventually all is left bare and the plot kicks in. Recommended if you are not going to the theater expecting an endless action plot, but rather mature drama. Suitable characters, good plot and overall an interesting movie.",positive
"Searching for a soundtrack & review

There'se a soundtrack at the end of the movie. On the background. It contains no words, it's more a melody. I'm trying to find the name of it.

Beside that, great movie, really slow paced. Acting is realistic. No absurb emotions or anything like that. The conversations, the choosen words, the evens, the chemistry. It looks natural like you're watching a real situation. There's alot of silent moments and stuff like that. So you either like this type of movies, or you don't",positive
"Told with raw emotion and lurid violence, it transforms elements of his life story into a disturbing, eye-opening coming of age drama",positive
"What a disturbing but engaging story

This is a really disturbing story. I feel so sad for Enitan, I cannot possibly imagine what he went through in his childhood. His transformation is remarkable. In the final ending it reveals who Enitan is, and I'm shocked by the revelation. It brings the film to another level of emotional climax.",positive
"Raw & Brutal Skinhead-themed Film..

Those negative reviews for this movie are a joke. People need to leave their personal feelings and viewpoints out of it when they are reviewing a movie. And those petty enough to call the director out as a ""liar,"" claiming ""this never happened"" nonsense is equally ridiculous; it's a movie, created to entertain and or educate. Who cares if it's fact or fiction? The people with this complaint probably believe that Hollywood trash like ""Pearl Harbor"" is not mostly fiction. On to the technical aspects of this movie, (something that actually matters), ""Farming"" is a beautifully, artfully shot slice of eye candy, which is ironic considering the grotesquely ugly themes of this difficult movie. Kate Beckinsale is utterly believable as the Cockney speaking Londoner who brings extra cash into the house by raising the Nigerian children left in her care by parents who don't have the means to raise them. Growing up in a completely White surrounding, where most everyone seems to be at least a little racist, and sometimes intensely racist against the people who's skin color is the same as young Enitan, the Nigerian boy, thrust into this alien world where everyone looks different from him. This film is basically about self identity, and how our surroundings and upbringing shape the person we become, and how our minds work. So although Enitan is Black, he grows up like his peers, despising people with black skin. What an insane and unique theme for a film..FINALLY something different. When Enitan joins up with the skinhead gang who had been torturing him, things become quite intense indeed. He calls himself Andy and shaves off his offending afro, so desperate to be among the people he relates to, even as they hate him and abuse him to no end. Movies about skinhead culture are rare, maybe one appears every 10 years or so. This one stands out with the best of them, including ""This Is England,"" ""Romper Stomper,"" and is especially similar in tone to ""Made In Britain"" with Tim Roth. Also worthy of praise is the acting in ""Farming,"" as everyone turns in intensely believable performances. John Dagleish gives an especially ferocious performance as 'Levi,' the leader of the Tilbury skinheads, and Damson Idris' portrayal of the tortured, self loathing Enitan is brave and faultless. This movie is destined for cult status as it finds it's right audience. Those pathetic 1 star reviews prove that this film reached the wrong audience. Oh well, ""Blade Runner"" was also a flop when it first came out, so only time will tell. I recommend ""Farming"" to fans of edgy cinema that doesn't shy away from uncomfortable scenarios, and also to those interested in the Skinhead youth culture of the 70's and 80's. Similar to ""The Krays"" and ""Legend,"" thankfully this is also a British production, so it manages to avoid the sappy, moralizing and PC garbage that Hollywood feels the need to inject into it's productions.",positive
"An Educational But Visceral & harrowing Film Expertly Crafted
It's A great movie well acted and Directed Expertly Crafted while Being educational to a degree but it's a fully immersive visceral experience .

Exploring Race ,and Gang Culture ,in England it's hard to believe some of these things Knowing that it was based on true story makes it and even tougher pill to swallow .Maybe a few scenes are for theatrical licence but still it comes from some where real .

There's so many point in the film where i'd just ask why ? why would you do that ! Nooo !

it's not for the faint hearted and it kind of messes with your mind it's the kind of movie that will leave you with many questions

entertaining but thought provoking and intriguing A work of art One of the Most Original Movies I've seen in ages a refreshing perspective Definitely worth a watch",positive
"A really hard watch, but worth watching.",positive
"One of the most difficult films I've ever watched

Thank you Google for making this a free rental. It's a film that everyone in this country should see, especially in view of the BLM protests, because it shows the UK as it was, and, to a certain extent, how little has changed. I'm writing this as a white male, who hasn't experienced overt privilege in this country, other than what a white-biased society has permitted. I don't feel shame for this, as I also grew up as a minority, fighting for basic human rights. In 2020 we must fight now for EVERYTHING, because it's true, silence = violence, and I fear for the future of myself and my beautiful brown muslim fiancé. Peace and goodwill to everyone of colour.",positive
"Give the movie some credit

I don't understand the mediocore score this film has got. I think it was very interesting and had some brutal violence but I find it necessary to tell the story.",positive
"Powerful Movie asking and exposing the world medical system as satanic

The only critique I would give is that the cast line up is decent and good. The camera or quality of cameras used is evident in sound, visuals and the balance of voice volume with actions are evident. The Film is clearly telling a story. Over all the film could use warmth and gloss. This may be due to either lack of experience on directors part or the equipment and mastering of the film needed more time and finesse including equipment quality and standard. Still worth while to support African movies and the craft of african actors. Africa has a little distance to go in cinematography compared to India. This movie is important and exposes the darkness and maligned behaviour of the world medical system and pharmaceutical companies. Very powerful movie and ask the questions that need to be asked. Why would the medical system knowingly prevent doctors who can truly cure sicknesses from doing so? Greed , money, manipulation and control of humans. It is simply satanic and devilish at its cores.",positive
"A Simple Story But Well Executed
Genevieve Nnaji plays Zara Williams a hard nosed workaholic who is always single because she is too busy for love. Her friends are determined to find her a man and set her up with a guy played by Desmond Elliot, a self centred arrogant bore who they deceive her into having dinner with. After this failed attempted she swears herself off dating men her friends set her up with however ends up turning to them in desperation after needed a date for a work Valentines Ball. She goes to the ball with Tony, played by Majid Michel but everything is not what it appears to be.

I love love loooooove Majid and Genny together. They have amazing chemistry and make a wholly believable couple. Susan Peters is so underrated. I love watching her, especially in comic roles like this one. I heard her once referred to as a Nigerian Paris Hilton but I must say that she holds more value for me than a Paris Hilton. Bishop Imoh was great, he always brings the comedy. Omoni and Nse were great as the meddling girlfriends. The movie was well casted.

In conclusion I would recommend the movie. It was solidly good and well worth watching, however I was a little disappointed because it the storyline was so ordinary and nothing different to what we have seen countless times before. I think that perhaps I was expecting too much, and it just didn't live up to the hype, however the picture quality and sound were excellent, acting was great and in general the movie was well executed.",positive
"Farming makes for a harrowing watch, but Idris is a star in the making, and Beckinsale is terrific as a Tilbury mommie dearest.",positive
The extremely violent story is based loosely on the childhood experiences of director Adewale. And it is his passion for this project which sets Farming above so many other homegrown movies you will see this year.,positive
"Great film

Of course, it's not the best film ever, but it's best than many Hollywood films.

Landscapes are gorgeous, colors are beautiful, story is not that bad.

Worth seeing.",positive
A decent movie's chance taken away from destructive criticism.,positive
"Woefully underrated....and it deserves to be seen.

""Namaste Wahala"" is a very good film....and I wonder WHY it has a paltry rating of only 5.1 on IMDB. I just do not understand it. I have my theories...but don't want to get into conjecture. What I do know is that it's a lovely film...one that really hit me emotionally...and it's DEFINITELY a film to watch with a box of Kleenex nearby.

The story is filmed in Nigeria and it's about a very beautiful couple that you are bound to like. But there is a major obstacle in their way. Didi (Ini Dima Okojie) is Nigerian and Raj (Ruslaan Mumtaz) is Indian...and the film is about the uphill battle they both face with their parents. In both cases, the parents simply don't want their children marrying someone who isn't one of 'their people'.

In addition to this plot, there's a shocking subplot involving a friend of Didi who is assaulted by a brute of a man. And, since Didi is a lawyer, she's representing her friend in a lawsuit against the jerk. But, it turns out, her father and his law firm are representing the brutal jerk! This, combined with the ethnic/racial differences make life tough for Didi...as well as Raj.

As I watched the film, I think it was written well because the problems the couple face are things that can be blamed on everyone involved. Neither Raj nor Didi prepared their families for the prospect of a new in-law of a totally different background. And, as for the parents, it's obvious that they need to learn to look beyond race and ethinicity...and their own prejudices. It also seems to say that it's best to trust your beloved family...as in the end, they will usually do the right thing....so don't give up.

All in all, it's a very sweet and interesting film...one that didn't seem too heavy-handed or obvious...and one I recommend strongly. It's a good romance but it has plenty for everyone...if they give it a chance.",positive
"Charming and unusual in its cultural mix

I have never seen a Nigerian-Indian rom-com. There is Nollywood (Nigerian Hollywood) and Bollywood (Bombay Hollywood) and this movie is a hybrid mashup of the two. Yes, it is a bit corny. Yes basically it is formulaic. Yes, the acting is a bit outdated. But the charm is seeing the clash of two cultures that one never sees being contrasted in the movies in an engaging story. The rom-com formula is there, but the comic clashes are unique. They kept me laughing throughout. This is the world as it is becoming, folks. And it is refreshing and charming to see it. I was thoroughly delighted to see this cross-cultural confection. Brava to the director (who also plays a pivotal role in the movie). Above all it made me want to visit Lagos. This is a preview of a world I want to live in. If Nigerians and Indians can overcome their cultural differences, so can we all.",positive
"An amazing piece of work

Truly, I went into the movie not really expecting much but I was pleasantly surprise. There are some scenes i am yet to recover from. Beautiful piece of work, stuff that classics are made of. I am really going to see it again!",positive
Only one problem,positive
"Under Rated

Good cast, good storyline. It's as real as things seem in Africa. Good watch",positive
"While the themes here are, of course, redolent of neorealism, the filmmakers don’t make ostentatious nods to cinema past. Their voice is their own; the camera is mobile when it needs to be, but stands still much of the time, letting the excellent cast build their characters as the events of the film test their endurance.",positive
"A charming and colorful gem

The cinematography alone with its charming use of detailed colors makes Eyimofe a must watch. The plot is balanced and compelling with barely any cliches and the acting is phenomenal.",positive
a week in the life of nigerians. good stuff.,positive
"Working from a script by playwright Darci Picoult, Dosunmu fashions a tale that’s realistic, melodramatic and culturally specific (we spend as much time ogling colorfully patterned dresses as we do admiring Gurira’s endlessly expressive face), yet unmistakably archetypal.",positive
"
Beautiful, poetic, and hard-hitting without the use of excessive force and deeply layered with evolving and regional nuances of feminine experience",positive
"
It’s a powerfully sensual movie, gorgeously lensed colors and textures conveying its characters emotional states while thoughtfully exploring the range of human sexuality through Adenike’s experience.",positive
"This is one of the most striking entries in the 2013 global wave of black cinema, but also admittedly one that poses hurdles to audiences with conventional expectations. ",positive
"This world is ravishingly beautiful, but there’s also something oppressive about its exoticism. The color doesn’t just saturate the frame; it thickens it.",positive
"Profoundly sad...

""Mother of George"" is a film with a strong and interesting cross-cultural message. It's also a film that would probably be seen as a feminist movie--though it is something that can be enjoyed, or at least appreciated, by all.

The film begins with a wedding--and what a beautiful wedding it is. The guests are all Nigerian Americans and they are dressed in their finest and most color clothing. During the course of the wedding (which takes up a significant part of the film), the new wife, Nike (Danai Gurira) is told again and again how important it is that she have a baby boy as soon as possible. Culturally, there is a HUGE amount of pressure on her--and it's pretty obvious at this point that Nike will have difficulty conceiving. This is made so much worse by her mother-in-law--a very traditional African mother who insists that Nike either become pregnant or her son find another wife! While Ayo (Isaach De Bankolé) is not about to get another wife, he also is bound by masculine expectations and he forbids his wife to get infertility testing and he adamantly refuses to have himself tested. What is poor Nike to do? Well, when she listens to her mother-in-law's plan, it throws her for a loop. 

This film has a lot to say. Yet, interestingly, it DIDN'T have a lot of dialog and managed to say a lot without words. Its theme of women as baby machines and their devaluation by societies is hard-hitting and sad. Equally sad is its way that men are trapped by their machismo. There's a lot to this film--and one that, in some ways, cuts across all cultures. Well worth seeing.",positive
" 
Well crafted, highly personal story told with superb acting

Adenike and Ayodele, a Nigerian couple living in Brooklyn, are having trouble conceiving a child - a problem that defies cultural expectations and leads Adenike to make a shocking decision that could either save or destroy her family.

I saw this movie last night and it still resonates powerfully with me a day later. The story of a Nigerian immigrant newlywed couple and their travails in getting pregnant, there are five things that set that distinguish this film and make it so worth watching: - The lead performances are exceptional. The Cesar winning actor Issach De Bankolé is always good and his wife, played by American-Zimbabwean Danai Gurira, is pitch perfect as a tradition-bound young woman struggling to balance custom and familial obligation with a new country/culture and her own budding ambitions.

The pacing of the film is mannered and deliberative, giving the audience a chance to take in the consuming nature of the couple's struggle to have a baby. More European than Hollywood in its timing, the pacing works especially as an antidote to the rapid paced Nollywood films covering similar ground.


The use of color in the film, both through cinematography and wardrobe, is both stunning and meaningful. The colors correspond to the Orishas or Youban Gods that slyly provide a subtext and foreshadowing of plot that may be unfamiliar to American audiences, but clever and refreshing to any who have been exposed to the Afro-Caribbean religions for which they are central. Just as Orisha symbols has long been integrated into Catholicism and mainstream culture in places like the Dominican Republic and Cuba (for example, it's the bases of the colorful costumes used by showcases at Havana's Tropicana -- the archetype and bases for Las Vegas), they are hidden in plain sight in this film. It's a wonderful added dimension to the film.


The characters are beautifully realized. The husband's mother, brother, and brother's girl friend are all complicit in the wife's struggles to have a child and each have their own complex character strengths and flaws. While the dialogue is a bit fallow in places, the characters themselves are not.


The sexuality of the film was portrayed in capturing a range of emotions -- from martial obligation, to lust and true love. Rarely do we get to see such a range in a film, and rarer still is it captured in a movie by and about Black characters.


Definitely worth seeing.",positive
An intimate study of challenges of motherhood,positive
"Tense

I never write reviews about movies i watch, but i had to for this one. It was beautifully directed. Nollywood is coming up🔥big time. The real definition of a set up, with mind blowing twist and turns.",positive
"Great concept

Creative storyline with talented actors. A bit excessive with some of the flashbacks but still very interesting throughout.",positive
"Worth It!!!
The plot twist is wowing. Coming from Nollywood, this is an idea portrayed beautifully. Niyi did a wonderful job. Respect that.",positive
"Well crafted, highly personal story told with superb acting
rkw111529 September 2013
Adenike and Ayodele, a Nigerian couple living in Brooklyn, are having trouble conceiving a child - a problem that defies cultural expectations and leads Adenike to make a shocking decision that could either save or destroy her family.

I saw this movie last night and it still resonates powerfully with me a day later. The story of a Nigerian immigrant newlywed couple and their travails in getting pregnant, there are five things that set that distinguish this film and make it so worth watching: - The lead performances are exceptional. The Cesar winning actor Issach De Bankolé is always good and his wife, played by American-Zimbabwean Danai Gurira, is pitch perfect as a tradition-bound young woman struggling to balance custom and familial obligation with a new country/culture and her own budding ambitions.

The pacing of the film is mannered and deliberative, giving the audience a chance to take in the consuming nature of the couple's struggle to have a baby. More European than Hollywood in its timing, the pacing works especially as an antidote to the rapid paced Nollywood films covering similar ground.


The use of color in the film, both through cinematography and wardrobe, is both stunning and meaningful. The colors correspond to the Orishas or Youban Gods that slyly provide a subtext and foreshadowing of plot that may be unfamiliar to American audiences, but clever and refreshing to any who have been exposed to the Afro-Caribbean religions for which they are central. Just as Orisha symbols has long been integrated into Catholicism and mainstream culture in places like the Dominican Republic and Cuba (for example, it's the bases of the colorful costumes used by showcases at Havana's Tropicana -- the archetype and bases for Las Vegas), they are hidden in plain sight in this film. It's a wonderful added dimension to the film.


The characters are beautifully realized. The husband's mother, brother, and brother's girl friend are all complicit in the wife's struggles to have a child and each have their own complex character strengths and flaws. While the dialogue is a bit fallow in places, the characters themselves are not.


The sexuality of the film was portrayed in capturing a range of emotions -- from martial obligation, to lust and true love. Rarely do we get to see such a range in a film, and rarer still is it captured in a movie by and about Black characters.",positive
"An Immigrant's American Dream meets Wall Street -

Dara Ju was warmly received in its world premiere at Austin's SXSW Film Festival. It is an interesting first feature directorial debut with reasonably good acting, but a messy screenplay that tries to do too much at the same time. It tries to deal with a young Nigerian immigrant's American Dream, his confrontation with racial prejudice, his dysfunctional immigrant family with its own buried secrets, a cross- racial romantic relationship and his growing drug addiction. The screenplay just feels messy with too many subplots and too much happening to allow the stories and characters to fully develop. It is clearly closely related to the director's own family experience as a Nigerian- American immigrant. It is an interesting story and enjoyable although it doesn't feel like it is quite complete in its attempt to cover too much ground in to little space. Even the title is not clearly explained to the audience. The director said it means ""better"" and that its about the aspirational experience of the immigrant",positive
BEAUTIFUL AFRICAN WOMEN,positive
"Broke the mould

I've watched a lot of Nigerian films. The quality can vary in terms of storyline, cinematography, actual acting, sound quality. This film broke the mould in all those respects. It's also a harsh intro to the forces which lead to human trafficking, modern slavery and all the horrors of modern W Africa and elsewhere that can't be ignored There is a caveat....there are some scenes which I had to skip through.But it's great to see 'Nollywood' at its best I retract that. This isn't 'Nollywood'. It's world cinema from W Africa and deserves recognition for being up there with some of the best films of the year worldwide from anywhere.",positive
Better than expected,positive
"Historic, Thrilling, Educative and Awesome",positive
